Name,State,ID,Longitude,Latitude,geometry
Dills Camp,Utah,444,-111.46875,39.04554,POINT (-111.46875 39.04554)
Disaster Peak,Nevada,445,-118.18933999999999,41.96737,POINT (-118.18934 41.96737)
Dismal Swamp,California,446,-120.18033,41.99127,POINT (-120.18033 41.99127)
Divide,Montana,448,-112.05645,44.79317,POINT (-112.05645 44.79317)
Divide Peak,Wyoming,449,-107.15241,41.303979999999996,POINT (-107.15241 41.30398)
Dollarhide Summit,Idaho,450,-114.67416999999999,43.6025,POINT (-114.67417 43.6025)
Dome Lake,Wyoming,451,-107.29536999999999,44.57462,POINT (-107.29537 44.57462)
Dome Mountain,British Columbia,1A19P,-121.01666999999999,53.61666999999999,POINT (-121.01667 53.61666999999999)
Donkey Reservoir,Utah,452,-111.47412,38.2084,POINT (-111.47412 38.2084)
Dorsey Basin,Nevada,453,-115.21104,40.89343,POINT (-115.21104 40.89343)
Draw Creek,Nevada,454,-115.32396999999999,41.66198,POINT (-115.32397 41.66198)
Dry Bread Pond,Utah,455,-111.5377,41.412890000000004,POINT (-111.5377 41.41289)
Dry Creek,Nevada,1243,-115.22013999999999,40.8638,POINT (-115.22014 40.8638)
Dry Fork,Utah,906,-112.17343000000001,40.565329999999996,POINT (-112.17343 40.56533)
Dry Lake,Colorado,457,-106.7813,40.533970000000004,POINT (-106.7813 40.53397)
Dungeness,Washington,943,-123.0788,47.872240000000005,POINT (-123.0788 47.87224000000001)
Dupuyer Creek,Montana,458,-112.7573,48.06341,POINT (-112.7573 48.06341)
EF Blacks Fork GS,Utah,1163,-110.54056000000001,40.88472,POINT (-110.54056 40.88472)
East Boulder Mine,Montana,1105,-110.08018999999999,45.503809999999994,POINT (-110.08019 45.50380999999999)
East Creek,British Columbia,2D08P,-116.91667,50.63333,POINT (-116.91667 50.63333)
East Rim Divide,Wyoming,460,-110.2023,43.13097,POINT (-110.2023 43.13097)
East Willow Creek,Utah,461,-109.53178999999999,39.312129999999996,POINT (-109.53179 39.31213)
Easy Pass,Washington,998,-121.43895,48.85933,POINT (-121.43895 48.85933)
Ebbetts Pass,California,462,-119.80468,38.5497,POINT (-119.80468 38.5497)
Echo Lake,Colorado,936,-105.59345,39.65627,POINT (-105.59345 39.65627)
Echo Peak,California,463,-120.0795,38.849000000000004,POINT (-120.0795 38.849)
Eilertson Meadows,Oregon,464,-118.11386999999999,44.86887,POINT (-118.11387 44.86887)
El Diente Peak,Colorado,465,-108.02155,37.78617,POINT (-108.02155 37.78617)
Elbow Lake,Washington,910,-121.90893,48.69092,POINT (-121.90893 48.69092)
Elk Butte,Idaho,466,-116.12233,46.83998,POINT (-116.12233 46.83998)
Elk Cabin,New Mexico,921,-105.80675,35.7043,POINT (-105.80675 35.7043)
Elk Peak,Montana,1106,-110.7125,46.4845,POINT (-110.7125 46.4845)
Elk River,Colorado,467,-106.96871000000002,40.847809999999996,POINT (-106.96871 40.84781)
Elkhart Park G.S.,Wyoming,468,-109.75893,43.00657,POINT (-109.75893 43.00657)
Elkhead Divide,Colorado,1252,-107.10122,40.796490000000006,POINT (-107.10122 40.79649000000001)
Elliot Ridge,Colorado,1120,-106.4246,39.864000000000004,POINT (-106.4246 39.864)
Emery Creek,Montana,469,-113.93725,48.43412,POINT (-113.93725 48.43412)
Emigrant Springs,Oregon,470,-118.45383000000001,45.55808,POINT (-118.45383 45.55808)
Emigrant Summit,Idaho,471,-111.56085,42.36055,POINT (-111.56085 42.36055)
Evening Star,Wyoming,472,-109.78421999999999,44.65258,POINT (-109.78422 44.65258)
Exit Glacier,Alaska,1092,-149.62117,60.19033,POINT (-149.62117 60.19033)
Fairbanks F.O.,Alaska,1174,-147.8,64.85,POINT (-147.8 64.84999999999999)
Fallen Leaf,California,473,-120.0545,38.93403,POINT (-120.0545 38.93403)
Farewell Gap,California,FRW,-118.583,36.412,POINT (-118.583 36.412)
Farmington,Utah,474,-111.80975,40.97462,POINT (-111.80975 40.97462)
Farmington Lower,Utah,1054,-111.81702,40.992,POINT (-111.81702 40.992)
Farnsworth Lake,Utah,475,-111.67662,38.772459999999995,POINT (-111.67662 38.77246)
Fawn Creek,Nevada,476,-116.10153000000001,41.82098,POINT (-116.10153 41.82098)
Fielding Lake,Alaska,1268,-145.6305,63.20267,POINT (-145.6305 63.20267)
Fish Creek,Oregon,477,-118.6321,42.709920000000004,POINT (-118.6321 42.70992)
Fish Lake,Washington,478,-121.08553,47.53565,POINT (-121.08553 47.53565)
Fish Lake Utah,Utah,1149,-111.76693,38.50455,POINT (-111.76693 38.50455)
Fish Lk.,Oregon,479,-122.34943,42.3801,POINT (-122.34943 42.3801)
Fisher Creek,Montana,480,-109.94488,45.06235,POINT (-109.94488 45.06235)
Five Points Lake,Utah,481,-110.46721000000001,40.71785,POINT (-110.46721 40.71785)
Flattop Mtn.,Montana,482,-113.85713,48.80225,POINT (-113.85713 48.80225)
Floe Lake,British Columbia,2C14P,-116.13333,51.05,POINT (-116.13333 51.05)
Flower Mountain,Alaska,1285,-136.28123,59.39617,POINT (-136.28123 59.39617)
Fool Creek,Colorado,1186,-105.8675,39.8687,POINT (-105.8675 39.8687)
Forestdale Creek,California,1049,-119.9597,38.68245,POINT (-119.9597 38.68245)
Forni Ridge,California,FRN,-120.213,38.805,POINT (-120.213 38.805)
Fort Valley,Arizona,1121,-111.74486,35.26806,POINT (-111.74486 35.26806)
Four Trees,California,FOR,-121.321,39.813,POINT (-121.321 39.813)
Fourmile Lake,Oregon,483,-122.2288,42.43933,POINT (-122.2288 42.43933)
Franklin Basin,Idaho,484,-111.6012,42.0505,POINT (-111.6012 42.0505)
Fredonyer Peak,California,1277,-120.60805,40.68799,POINT (-120.60805 40.68799)
Fremont Pass,Colorado,485,-106.19681000000001,39.379909999999995,POINT (-106.19681 39.37991)
Frisco Divide,New Mexico,486,-108.94502,33.73646,POINT (-108.94502 33.73646)
Frohner Meadow,Montana,487,-112.19277,46.43545,POINT (-112.19277 46.43545)
Fry,Arizona,488,-111.84374,35.07297,POINT (-111.84374 35.07297)
Fry Canyon,Nevada,1262,-115.93645,41.57022,POINT (-115.93645 41.57022)
GBRC HQ,Utah,1221,-111.48827,39.320190000000004,POINT (-111.48827 39.32019)
GBRC Meadows,Utah,1222,-111.45383000000001,39.30229,POINT (-111.45383 39.30229)
Galena,Idaho,489,-114.6725,43.87722,POINT (-114.6725 43.87722)
Galena AK,Alaska,429,-156.71497,64.69662,POINT (-156.71497 64.69662)
Galena Summit,Idaho,490,-114.71363000000001,43.874970000000005,POINT (-114.71363 43.87497)
Gallegos Peak,New Mexico,491,-105.55795,36.19446,POINT (-105.55795 36.19446)
Garden City Summit,Utah,1114,-111.4693,41.9215,POINT (-111.4693 41.9215)
Gardner Peak,Utah,1066,-113.45988,37.40083,POINT (-113.45988 37.40083)
Garfield R.S.,Idaho,492,-113.9308,43.6104,POINT (-113.9308 43.6104)
Garita Peak,New Mexico,1173,-106.54838000000001,36.005,POINT (-106.54838 36.005)
Garver Creek,Montana,918,-115.81915,48.975229999999996,POINT (-115.81915 48.97523)
Gem Pass,California,GEM,-119.17,37.78,POINT (-119.17 37.78)
George Creek,Utah,1151,-113.41153999999999,41.915620000000004,POINT (-113.41154 41.91562)
Gerber Reservoir,Oregon,945,-121.1334,42.2062,POINT (-121.1334 42.2062)
Gianelli Meadow,California,GNL,-119.89200000000001,38.205,POINT (-119.892 38.205)
Giant Forest,California,GNF,-118.765,36.562,POINT (-118.765 36.562)
Gin Flat,California,GIN,-119.773,37.766999999999996,POINT (-119.773 37.767)
Giveout,Idaho,493,-111.1663,42.4132,POINT (-111.1663 42.4132)
Glacial Ridge,Minnesota,2050,-96.26666999999999,47.71667,POINT (-96.26666999999999 47.71667)
Glen Cove,Colorado,1057,-105.07366999999999,38.87583,POINT (-105.07367 38.87583)
Golconda,Nevada,1195,-117.58811999999999,40.88358,POINT (-117.58812 40.88358)
Gold Axe Camp,Washington,1159,-118.9864,48.9516,POINT (-118.9864 48.9516)
Gold Center,Oregon,494,-118.3117,44.7638,POINT (-118.3117 44.7638)
Gold Lake,California,GOL,-120.615,39.675,POINT (-120.615 39.675)
Gold Mountain,Washington,1256,-118.4559,48.18934,POINT (-118.4559 48.18934)
Gooseberry RS,Utah,495,-111.68333,38.800340000000006,POINT (-111.68333 38.80034000000001)
Gooseberry RS Up,Utah,1184,-111.68892,38.7882,POINT (-111.68892 38.7882)
Graham Guard Sta.,Idaho,496,-115.27387,43.9538,POINT (-115.27387 43.9538)
Grand Targhee,Wyoming,1082,-110.92783,43.77933,POINT (-110.92783 43.77933)
Grandview,Alaska,956,-149.06313,60.60831999999999,POINT (-149.06313 60.60831999999999)
Granite Creek,Wyoming,497,-110.43495,43.34298,POINT (-110.43495 43.34298)
Granite Crk,Alaska,963,-145.39993,63.943819999999995,POINT (-145.39993 63.94382)
Granite Peak,Nevada,498,-117.56668,41.670320000000004,POINT (-117.56668 41.67032)
Grano Creek,British Columbia,2E07P,-118.66667,49.55,POINT (-118.66667 49.55)
Grassy Lake,Wyoming,499,-110.83435,44.12612,POINT (-110.83435 44.12612)
Grave Creek,Montana,500,-114.76663,48.91453,POINT (-114.76663 48.91453)
Grave Springs,Wyoming,501,-107.23977,43.466429999999995,POINT (-107.23977 43.46643)
Grayback,Colorado,1058,-106.53783,37.47033,POINT (-106.53783 37.47033)
Greek Store,California,GKS,-120.55799999999999,39.075,POINT (-120.558 39.075)
Green Lake,Washington,502,-121.17093,46.54741,POINT (-121.17093 46.54741)
Green Mountain,British Columbia,1C12P,-122.91667,50.78333,POINT (-122.91667 50.78333)
Green Mountain,Nevada,503,-115.52757,40.3848,POINT (-115.52757 40.3848)
Green Mountain,California,GRM,-119.238,37.555,POINT (-119.238 37.555)
Greenpoint,Oregon,504,-121.70415,45.622370000000004,POINT (-121.70415 45.62237)
Grizzly Peak,Colorado,505,-105.86973,39.64631,POINT (-105.86973 39.64631)
Grizzly Ridge,California,GRZ,-120.645,39.917,POINT (-120.645 39.917)
Gros Ventre Summit,Wyoming,506,-110.12943,43.38939,POINT (-110.12943 43.38939)
Grouse Camp,Washington,507,-120.48771,47.28107,POINT (-120.48771 47.28107)
Grouse Creek Divide,Alaska,964,-149.34228000000002,60.25965,POINT (-149.34228 60.25965)
Gulkana River,Alaska,2222,-145.37513,62.40962,POINT (-145.37513 62.40962)
Gunsight Pass,Wyoming,944,-109.87815,43.38332,POINT (-109.87815 43.38332)
Gutz Peak,Utah,1065,-113.94235,37.49617,POINT (-113.94235 37.49617)
Hagans Meadow,California,508,-119.9374,38.8519,POINT (-119.9374 38.8519)
Hams Fork,Wyoming,509,-110.67833,42.146,POINT (-110.67833 42.146)
Hand Creek,Montana,510,-114.84075,48.30754,POINT (-114.84075 48.30754)
Hannagan Meadows,Arizona,511,-109.30951999999999,33.65387,POINT (-109.30952 33.65387)
Hansen Sawmill,Wyoming,512,-106.97983,44.25602,POINT (-106.97983 44.25602)
Happy Jack,Arizona,969,-111.41207,34.745979999999996,POINT (-111.41207 34.74598)
Hardscrabble,Utah,896,-111.71865,40.86833,POINT (-111.71865 40.86833)
Harkness Flat,California,HRK,-121.275,40.418,POINT (-121.275 40.418)
Harris Flat,Utah,514,-112.57602,37.48997,POINT (-112.57602 37.48997)
Harts Pass,Washington,515,-120.6586,48.72047,POINT (-120.6586 48.72047)
Hawkins Lake,Montana,516,-115.95336999999999,48.9723,POINT (-115.95337 48.9723)
Hawley Lake,Arizona,1271,-109.76528,33.97142,POINT (-109.76528 33.97142)
Hayden Fork,Utah,517,-110.88472,40.796690000000005,POINT (-110.88472 40.79669000000001)
Hayden Pass,Colorado,1102,-105.8505,38.29326,POINT (-105.8505 38.29326)
Heavenly Valley,California,518,-119.91641000000001,38.92431,POINT (-119.91641 38.92431)
Heber,Arizona,519,-110.75431,34.312020000000004,POINT (-110.75431 34.31202)
Hedrick Lake,British Columbia,1A14P,-121.0,54.1,POINT (-121 54.1)
Heen Latinee,Alaska,1270,-134.86448000000001,58.69651999999999,POINT (-134.86448 58.69651999999999)
Hemlock Butte,Idaho,520,-115.63361,46.48111,POINT (-115.63361 46.48111)
Hewinta,Utah,521,-110.48418999999998,40.95009,POINT (-110.48419 40.95009)
Hickerson Park,Utah,522,-109.96287,40.90663,POINT (-109.96287 40.90663)
Hidden Lake,Idaho,988,-116.75748,48.8937,POINT (-116.75748 48.8937)
High Lonesome,Colorado,1187,-105.75471,40.035920000000004,POINT (-105.75471 40.03592)
High Ridge,Oregon,523,-118.10656999999999,45.69682,POINT (-118.10657 45.69682)
Highland Lakes,California,HIG,-122.48299999999999,41.093,POINT (-122.483 41.093)
Highland Meadow,California,HHM,-119.805,38.49,POINT (-119.805 38.49)
Hilts Creek,Idaho,524,-113.4723,44.01897,POINT (-113.4723 44.01897)
Hobble Creek,Utah,1223,-111.35971,40.18538,POINT (-111.35971 40.18538)
Hobbs Park,Wyoming,525,-109.09455,42.86984,POINT (-109.09455 42.86984)
Hogg Pass,Oregon,526,-121.85655,44.42042,POINT (-121.85655 44.42042)
Hole-in-Mountain,Nevada,527,-115.0954,40.94168,POINT (-115.0954 40.94168)
Hole-in-Rock,Utah,528,-110.18623000000001,40.92167,POINT (-110.18623 40.92167)
Holland Meadows,Oregon,529,-122.56877,43.66917,POINT (-122.56877 43.66917)
Hoodoo Basin,Montana,530,-115.0349,46.9751,POINT (-115.0349 46.9751)
Hoosier Pass,Colorado,531,-106.05978,39.361270000000005,POINT (-106.05978 39.36127)
Hopewell,New Mexico,532,-106.26348,36.71631,POINT (-106.26348 36.71631)
Horse Meadow,California,1050,-119.88731999999999,38.83652,POINT (-119.88732 38.83652)
Horse Meadow,California,HRS,-119.662,38.158,POINT (-119.662 38.158)
Horse Ridge,Utah,533,-111.44623999999999,41.31372,POINT (-111.44624 41.31372)
Hourglass Lake,Colorado,1122,-105.63068,40.57913,POINT (-105.63068 40.57913)
Howard Prairie,Oregon,1158,-122.3713,42.215,POINT (-122.3713 42.215)
Howell Canyon,Idaho,534,-113.61587,42.32029,POINT (-113.61587 42.32029)
Hubbard Brook,New Hampshire,2069,-71.71667,43.93333,POINT (-71.71666999999999 43.93333)
Huckleberry Creek,Washington,928,-121.58778000000001,47.06565,POINT (-121.58778 47.06565)
Humboldt Gulch,Idaho,535,-115.77643,47.53178,POINT (-115.77643 47.53178)
Humbug,California,HMB,-121.368,40.115,POINT (-121.368 40.115)
Huntington Horse,Utah,1216,-111.30576,39.617740000000005,POINT (-111.30576 39.61774)
Huntington Lake,California,HNT,-119.221,37.228,POINT (-119.221 37.228)
Huysink,California,HYS,-120.527,39.282,POINT (-120.527 39.282)
Hyndman,Idaho,537,-114.15893999999999,43.710770000000004,POINT (-114.15894 43.71077)
Idarado,Colorado,538,-107.67551999999999,37.9339,POINT (-107.67552 37.9339)
Independence Camp,California,539,-120.29366999999999,39.452690000000004,POINT (-120.29367 39.45269)
Independence Creek,California,540,-120.28226000000001,39.49001,POINT (-120.28226 39.49001)
Independence Lake,California,541,-120.31342,39.42752,POINT (-120.31342 39.42752)
Independence Mine,Alaska,1091,-149.27966999999998,61.791169999999994,POINT (-149.27967 61.79116999999999)
Independence Pass,Colorado,542,-106.61169,39.075390000000006,POINT (-106.61169 39.07539000000001)
Indian Canyon,Utah,543,-110.74604,39.891659999999995,POINT (-110.74604 39.89165999999999)
Indian Creek,Wyoming,544,-110.67753,42.30023,POINT (-110.67753 42.30023)
Indian Pass,Alaska,946,-149.4795,61.06766999999999,POINT (-149.4795 61.06766999999999)
Indian Rock,Washington,1129,-120.80767,45.99077,POINT (-120.80767 45.99077)
Irish Taylor,Oregon,545,-121.94793,43.80368,POINT (-121.94793 43.80368)
Island Park,Idaho,546,-111.38512,44.4203,POINT (-111.38512 44.4203)
Ivanhoe,Colorado,547,-106.54923000000001,39.29202,POINT (-106.54923 39.29202)
JL Meadow,Montana,1287,-113.12217,44.77665,POINT (-113.12217 44.77665)
Jack Creek Upper,Nevada,548,-116.00516999999999,41.54675,POINT (-116.00517 41.54675)
Jack Wade Jct,Alaska,1275,-141.32693,64.1529,POINT (-141.32693 64.1529)
Jackson Peak,Idaho,550,-115.44322,44.05092,POINT (-115.44322 44.05092)
Jackwhacker Gulch,Colorado,935,-105.8,39.56667,POINT (-105.8 39.56667)
Joe Wright,Colorado,551,-105.887,40.53215,POINT (-105.887 40.53215)
Jones Corral,Utah,1099,-112.16788000000001,38.07125,POINT (-112.16788 38.07125)
Jones Pass,Colorado,970,-105.90623000000001,39.7645,POINT (-105.90623 39.7645)
Jump Creek,British Columbia,3B23P,-124.26666999999999,48.96667,POINT (-124.26667 48.96667)
Jump Off Joe,Oregon,552,-122.16683,44.38605,POINT (-122.16683 44.38605)
June Lake,Washington,553,-122.15413000000001,46.14778,POINT (-122.15413 46.14778)
Kaiser Point,California,KSP,-119.1,37.3,POINT (-119.1 37.3)
Kalamazoo,Nevada,1150,-114.62762,39.5579,POINT (-114.62762 39.5579)
Kelley R.S.,Wyoming,554,-110.80176999999999,42.26554,POINT (-110.80177 42.26554)
Kelly Station,Alaska,1175,-162.28333,67.93333,POINT (-162.28333 67.93333)
Kenai Moose Pens,Alaska,966,-150.47517,60.727,POINT (-150.47517 60.727)
Kendall R.S.,Wyoming,555,-110.01661999999999,43.2493,POINT (-110.01662 43.2493)
Kettle Rock,California,KTL,-120.715,40.14,POINT (-120.715 40.14)
Kilfoil Creek,Utah,1145,-111.41248999999999,41.247640000000004,POINT (-111.41249 41.24764)
Kiln,Colorado,556,-106.61453,39.317240000000005,POINT (-106.61453 39.31724000000001)
Kimberly Mine,Utah,557,-112.39273,38.48383,POINT (-112.39273 38.48383)
Kinaskan Lake,British Columbia,4D11P,-130.25,57.566669999999995,POINT (-130.25 57.56666999999999)
King Mountain,Oregon,558,-123.20036999999999,42.72395,POINT (-123.20037 42.72395)
Kings Cabin,Utah,559,-109.54401000000001,40.71632,POINT (-109.54401 40.71632)
Kirwin,Wyoming,560,-109.32163,43.86067,POINT (-109.32163 43.86067)
Klondike Narrows,Utah,1115,-111.59713,41.967690000000005,POINT (-111.59713 41.96769)
Kolob,Utah,561,-113.05386000000001,37.52664,POINT (-113.05386 37.52664)
Kostal Lake,British Columbia,1E10P,-120.01666999999999,52.2,POINT (-120.01667 52.2)
Kraft Creek,Montana,562,-113.77515,47.42749,POINT (-113.77515 47.42749)
Kwadacha River,British Columbia,4A27P,-125.06667,57.61666999999999,POINT (-125.06667 57.61666999999999)
Lake Creek R.S.,Oregon,563,-118.63752,44.21007,POINT (-118.63752 44.21007)
Lake Eldora,Colorado,564,-105.58956,39.93678,POINT (-105.58956 39.93678)
Lake Irene,Colorado,565,-105.8198,40.414320000000004,POINT (-105.8198 40.41432)
Lake Lois,California,LOS,-120.197,38.925,POINT (-120.197 38.925)
Lakefork #1,Utah,566,-110.43316000000002,40.59709,POINT (-110.43316 40.59709)
Lakefork #3,Utah,1116,-110.3529,40.5502,POINT (-110.3529 40.5502)
Lakefork Basin,Utah,513,-110.62121,40.73785,POINT (-110.62121 40.73785)
Lakeview Ridge,Montana,568,-111.82498000000001,44.58907,POINT (-111.82498 44.58907)
Lamance Creek,Nevada,569,-117.63197,41.51542,POINT (-117.63197 41.51542)
Lamoille #3,Nevada,570,-115.3812,40.6448,POINT (-115.3812 40.6448)
Laprele Creek,Wyoming,571,-105.86083,42.435829999999996,POINT (-105.86083 42.43583)
Larsen Creek,Wyoming,1134,-109.0883,42.5801,POINT (-109.0883 42.5801)
Lasal Mountain,Utah,572,-109.27198,38.48226,POINT (-109.27198 38.48226)
Lasal Mountain-Lower,Utah,1215,-109.29163999999999,38.48167,POINT (-109.29164 38.48167)
Laurel Draw,Nevada,573,-116.02956999999999,41.77637,POINT (-116.02957 41.77637)
Leavitt Lake,California,574,-119.61281000000001,38.275940000000006,POINT (-119.61281 38.27594000000001)
Leavitt Meadows,California,575,-119.55111000000001,38.303670000000004,POINT (-119.55111 38.30367)
Lee Canyon,Nevada,1112,-115.67508000000001,36.30537,POINT (-115.67508 36.30537)
Lemhi Ridge,Montana,576,-113.44398999999999,44.9938,POINT (-113.44399 44.9938)
Lewis Lake Divide,Wyoming,577,-110.66628,44.20862,POINT (-110.66628 44.20862)
Lewis Peak,Nevada,1006,-116.86492,40.35757,POINT (-116.86492 40.35757)
Lick Creek,Montana,578,-110.96625,45.5041,POINT (-110.96625 45.5041)
Lightning Ridge,Utah,1056,-111.48749,41.358909999999995,POINT (-111.48749 41.35890999999999)
Lily Lake,Utah,579,-110.79813,40.86493,POINT (-110.79813 40.86493)
Lily Pond,Colorado,580,-106.54835,37.379290000000005,POINT (-106.54835 37.37929)
Little Bear,Utah,582,-111.82607,41.40562,POINT (-111.82607 41.40562)
Little Chena Ridge,Alaska,947,-146.7339,65.12422,POINT (-146.7339 65.12421999999999)
Little Goose,Wyoming,1131,-107.17865,44.54315,POINT (-107.17865 44.54315)
Little Grassy,Utah,583,-113.84581999999999,37.486309999999996,POINT (-113.84582 37.48631)
Little Meadows,Oregon,584,-122.22565,44.612970000000004,POINT (-122.22565 44.61297)
Little Snake River,Wyoming,1047,-106.94283,41.07053,POINT (-106.94283 41.07053)
Little Valley,Nevada,1242,-119.8771,39.252590000000005,POINT (-119.8771 39.25259)
Little Warm,Wyoming,585,-109.75200000000001,43.50278,POINT (-109.752 43.50278)
Lizard Head Pass,Colorado,586,-107.92426,37.79926,POINT (-107.92426 37.79926)
Lobdell Lake,California,587,-119.36572,38.43745,POINT (-119.36572 38.43745)
Lolo Pass,Idaho,588,-114.58072,46.634479999999996,POINT (-114.58072 46.63448)
Lone Cone,Colorado,589,-108.19543999999999,37.89183,POINT (-108.19544 37.89183)
Lone Mountain,Montana,590,-111.42692,45.27412,POINT (-111.42692 45.27412)
Lone Pine,Washington,591,-121.96288,46.27143,POINT (-121.96288 46.27143)
Lonesome Beaver,Utah,1261,-110.77241000000001,38.07,POINT (-110.77241 38.07)
Long Draw Resv,Colorado,1123,-105.7656,40.5123,POINT (-105.7656 40.5123)
Long Flat,Utah,592,-113.39661000000001,37.51255,POINT (-113.39661 37.51255)
Long Lake,Alaska,1001,-133.83217,58.18600000000001,POINT (-133.83217 58.18600000000001)
Long Valley,Idaho,1016,-116.08878,44.78835,POINT (-116.08878 44.78835)
Long Valley Jct,Utah,593,-112.51458000000001,37.487559999999995,POINT (-112.51458 37.48755999999999)
Lookout,Idaho,594,-115.70456999999999,47.45749,POINT (-115.70457 47.45749)
Lookout Mountain,New Mexico,595,-107.83122,33.36027,POINT (-107.83122 33.36027)
Lookout Peak,Utah,596,-111.70965,40.837309999999995,POINT (-111.70965 40.83731)
Loomis Park,Wyoming,597,-110.14007,43.17387,POINT (-110.14007 43.17387)
Lost Creek Resv,Utah,1118,-111.35947,41.22155,POINT (-111.35947 41.22155)
Lost Dog,Colorado,940,-106.74835,40.81588,POINT (-106.74835 40.81588)
Lost Horse,Washington,599,-121.08095,46.3575,POINT (-121.08095 46.3575)
Lost Lake,Idaho,600,-115.9604,47.0809,POINT (-115.9604 47.0809)
Lost-Wood Divide,Idaho,601,-114.26402,43.82432,POINT (-114.26402 43.82432)
Louis Meadow,Utah,972,-111.76456999999999,40.83033,POINT (-111.76457 40.83033)
Loveland Basin,Colorado,602,-105.90133,39.67433,POINT (-105.90133 39.67433)
Lower Kibbie Ridge,California,KIB,-119.87700000000001,38.032,POINT (-119.877 38.032)
Lower Lassen Peak,California,LLP,-121.507,40.468,POINT (-121.507 40.468)
Lower Relief Valley,California,REL,-119.758,38.243,POINT (-119.758 38.243)
Lower Twin,Montana,603,-111.92288,45.50871,POINT (-111.92288 45.50871)
Lu Lake,British Columbia,4B15P,-126.3,54.183330000000005,POINT (-126.3 54.18333000000001)
Lubrecht Flume,Montana,604,-113.32228,46.88293,POINT (-113.32228 46.88293)
Lucky Strike,Oregon,605,-118.8479,45.27478,POINT (-118.8479 45.27478)
Lye Brook,Vermont,2042,-73.03333,43.05,POINT (-73.03333000000001 43.05)
Lyman Lake,Washington,606,-120.91678,48.19798,POINT (-120.91678 48.19798)
Lynn Lake,Washington,1069,-121.77972,47.20172,POINT (-121.77972 47.20172)
Lynx Pass,Colorado,607,-106.67028,40.07806,POINT (-106.67028 40.07806)
MF Nooksack,Washington,1011,-121.92951000000001,48.824529999999996,POINT (-121.92951 48.82453)
Madison Butte,Oregon,608,-119.49585,45.105129999999996,POINT (-119.49585 45.10513)
Madison Plateau,Montana,609,-111.11627,44.58623,POINT (-111.11627 44.58623)
Magic Mountain,Idaho,610,-114.28662,42.18072,POINT (-114.28662 42.18072)
Mahantango Ck,Pennsylvania,2028,-76.66667,40.66667,POINT (-76.66667 40.66667)
Mammoth Pass,California,MHP,-119.03299999999999,37.61,POINT (-119.033 37.61)
Mammoth-Cottonwood,Utah,612,-111.31818,39.68338,POINT (-111.31818 39.68338)
Mancos,Colorado,905,-108.16953999999998,37.43087,POINT (-108.16954 37.43087)
Many Glacier,Montana,613,-113.6705,48.79698,POINT (-113.6705 48.79698)
Marion Forks,Oregon,614,-121.97365,44.59397,POINT (-121.97365 44.59397)
Marlette Lake,Nevada,615,-119.89672,39.16395,POINT (-119.89672 39.16395)
Marquette,Wyoming,616,-109.24018999999998,44.3016,POINT (-109.24019 44.3016)
Marten Ridge,Washington,999,-121.69823000000001,48.76292,POINT (-121.69823 48.76292)
Mascoma River,New Hampshire,2043,-72.03333,43.78333,POINT (-72.03333000000001 43.78333)
Maverick Fork,Arizona,617,-109.45881000000001,33.921209999999995,POINT (-109.45881 33.92120999999999)
May Creek,Alaska,1096,-142.70967,61.34783,POINT (-142.70967 61.34783)
Mc Clure Pass,Colorado,618,-107.28806000000002,39.12897,POINT (-107.28806 39.12897)
McBride Upper,British Columbia,1A02P,-120.31667,53.3,POINT (-120.31667 53.3)
Mccoy Park,Colorado,1040,-106.54128,39.60468,POINT (-106.54128 39.60468)
Mckenzie,Oregon,619,-121.87292,44.2103,POINT (-121.87292 44.2103)
Mcknight Cabin,New Mexico,1048,-107.86975,33.00812,POINT (-107.86975 33.00812)
Mcneil Canyon,Alaska,1003,-151.25133,59.744330000000005,POINT (-151.25133 59.74433000000001)
Meadow Lake,Idaho,620,-113.31815,44.43655,POINT (-113.31815 44.43655)
Meadow Lake,California,MDW,-120.508,39.417,POINT (-120.508 39.417)
Meadows Pass,Washington,897,-121.47197,47.283120000000004,POINT (-121.47197 47.28312)
Med Bow,Wyoming,1196,-106.34681,41.37833,POINT (-106.34681 41.37833)
Medano Pass,Colorado,914,-105.43614,37.85164,POINT (-105.43614 37.85164)
Medicine Lake,California,MED,-121.613,41.586999999999996,POINT (-121.613 41.587)
Merchant Valley,Utah,621,-112.43637,38.30285,POINT (-112.43637 38.30285)
Mesa Lakes,Colorado,622,-108.05835,39.05831,POINT (-108.05835 39.05831)
Mica Creek,Idaho,623,-116.26643,47.15045,POINT (-116.26643 47.15045)
Michigan Creek,Colorado,937,-105.91078,39.43577,POINT (-105.91078 39.43577)
Middle Boulder 3,California,MB3,-122.811,41.225,POINT (-122.811 41.225)
Middle Creek,Colorado,624,-107.03482,37.61978,POINT (-107.03482 37.61978)
Middle Fork Camp,Colorado,1014,-106.0273,39.7956,POINT (-106.0273 39.7956)
Middle Powder,Wyoming,625,-107.18138,43.62728,POINT (-107.18138 43.62728)
Midway Valley,Utah,626,-112.83849,37.56933,POINT (-112.83849 37.56933)
Milk Shakes,Oregon,1079,-117.94883,45.9821,POINT (-117.94883 45.9821)
Mill Creek Summit,Idaho,627,-114.48992,44.472120000000004,POINT (-114.48992 44.47212)
Mill-D North,Utah,628,-111.63683,40.65883,POINT (-111.63683 40.65883)
Miller Woods,Oregon,1084,-123.27563,45.24755,POINT (-123.27563 45.24755)
